类型,id,标签,回答id,回答点赞数,回答评论数,回答感谢数,回答观看数,回答创建时间,问题id,问题题目,问题回答数,问题关注数,评论数,创建时间
answer,17_1574824990.396,魔道祖师（小说）,785410055,342,188,33,126279,1565602200,339283754,为什么陈情令播出后，原作中高人气的薛洋、江澄、晓星尘并没有大火，金光瑶的路人黑还变多了？,168,254,0,1565223040
answer,12_1574824990.856,哈利·波特,828493541,1599,201,211,123252,1568859914,267221794,台湾版的《哈利波特》翻译有哪些比人文社的翻译好？,54,462,3,1518777999
answer,13_1574824990.791,韩国,876852189,4196,367,482,1829823,1572516178,350786093,韩国财阀可以随便玩弄女明星，那像郑秀晶，IU 等会被伤害吗？,957,6119,71,1571105736
answer,14_1574824990.919,情感,803625412,7388,973,5167,628441,1566828201,340212543,男生的哪些优点是最吸引女生的？,198,2146,1,1565622025
answer,15_1574824990.259,漂亮,768553689,20901,2719,6203,3333144,1564483726,266808424,你见过的有些人能漂亮到什么程度？,6514,57289,79,1517980781
answer,16_1574824990.829,娱乐,822885338,22684,786,1499,3278946,1568395878,52311241,杨紫为什么没有听宋丹丹的话执意进入娱乐圈？,351,933,30,1478328877
answer,17_1574824990.942,房子,857746171,408,317,67,119541,1571107631,61762558,已经买了房子的 90 后都是如何买得起房子的？,4478,24427,100,1498669367
answer,12_1574824991.419,电子竞技,881751134,3366,745,222,673975,1572863208,353052996,iG 辅助宝蓝真的像网上说的那么菜吗？,1175,2098,41,1572326769
answer,13_1574824991.471,公务员,780305764,57,41,14,25312,1565265510,30230196,在政府单位当临时工是什么感受？,860,3510,10,1431172004
answer,14_1574824991.738,教育,882171410,1269,200,104,151041,1572887681,29194382,如何看待衡水二中高三学生连续跳楼现象？,2098,11720,143,1427793091
answer,15_1574824991.207,交友,898337370,6929,228,315,501975,1574006464,290287180,你在怎样的一瞬间认清了一个人？,15890,61416,90,1534255717
answer,16_1574824991.629,电影,822274209,1760,194,91,101761,1568349385,337542334,如何评价电影版《诛仙》?,3458,5244,195,1564385273
answer,12_1574824991.919,摄影,906293678,3819,313,204,118760,1574481979,265959034,你手机里有什么逗比的图片或视频？,672,4722,3,1516550222
answer,13_1574824991.480,书籍推荐,837696374,6855,129,4780,317316,1569577778,39474276,有哪些让你浑身颤抖、无法自拔，庆幸读到的好书？,8019,302434,413,1452747813
answer,14_1574824991.552,鱼鳞病,856815354,64,16,5,74676,1571038915,23430158,鱼鳞病还有未来吗？,91,152,2,1397620776
answer,15_1574824991.935,皇室,876273780,444,133,55,323340,1572489255,349083438,真正的公主是怎么样的？,309,2070,24,1570169279
answer,16_1574824991.574,富豪,900087965,8154,681,535,383778,1574128886,352193237,韩国财阀到底有多有钱？和我们国家王健林比谁更有钱？,144,942,9,1571865440
answer,17_1574824991.525,历史,891650480,727,187,89,89515,1573554019,52947594,有哪些关于湖北的冷知识？,287,3091,3,1479951659
answer,12_1574824992.216,汽车,866194362,2378,281,274,173795,1571740813,351300910,如何看待中保研上汽大众帕萨特完成正面25%偏置碰撞试验?,237,1399,13,1571379105
answer,14_1574824992.951,小说,871786663,6561,277,498,1608170,1572164615,349124027,霸道总裁会自己洗内裤吗？,1000,3168,59,1570186075
answer,15_1574824992.504,科研,901879151,165,34,17,39513,1574223278,356327912,如何看待中南大学 92 年特聘教授齐冲冲，3 年博士期间发表 40 篇 SCI？,270,1579,22,1573992504
answer,16_1574824992.548,Valve,770921927,231,84,23,38886,1564642648,329297699,如何看待近日 CS:GO 涌入大量新玩家?,152,179,1,1560448860
answer,17_1574824992.369,演员,895876795,341,43,37,177799,1573833099,22414663,哪些镜头是演员失误或出现意外成就的经典之作？,538,45122,23,1388488575
answer,12_1574824992.115,影视,889876713,219,55,12,37707,1573443788,348318313,说出一部你看了三遍以上的影视剧？,19059,27217,267,1569714722
answer,13_1574824992.872,小说,778463241,21174,6655,4746,2218569,1565154193,325330685,你有遇到过灵异的事件吗？,3851,15019,32,1558400898
answer,14_1574824992.55,人,835797785,9953,2947,1677,1318776,1569429675,29174460,你见过的生性凉薄的人是怎样的？,8132,43677,175,1427724594
answer,15_1574824992.707,体制,911999752,8,11,1,1129,1574820662,335748123,体制内的各位，过得怎么样？,360,2142,8,1563517607
answer,16_1574824992.582,韩国,861938381,5933,194,895,483676,1571404755,350804698,如何解读雪莉的 ins 账号的画？,499,5441,14,1571111946
answer,12_1574824992.650,女生,832747640,9501,2175,2107,2888187,1569207561,313230469,有哪些女生自认为好看实则很土的穿搭？,1345,7854,15,1550812182
answer,14_1574824992.490,美食,886873427,2443,337,248,302063,1573206289,323830706,东北烧烤真的有传说中的那么好吃吗？,982,3116,45,1557504457
answer,15_1574824992.27,X玖少年团,778447959,2922,283,790,249502,1565153468,332115510,作为肖战现实生活中的好友是什么样的体验?,231,2500,9,1561699013
answer,16_1574824992.966,中国近代史,847284713,1574,148,158,80794,1570357829,297122448,中华民国时期大陆普通百姓生存是否很糟糕？,866,2822,196,1538619339
answer,17_1574824992.663,游戏,825022262,50,29,9,20444,1568597116,345493238,在 DOTA2 中你明白了哪些知识后，段位开始直线上升？,82,258,0,1568180638
answer,12_1574824993.565,游戏,836663742,7323,470,1484,1015568,1569499032,347748518,为什么女生都喜欢称呼铠为「铠爹」或「铠皇」？,672,1250,25,1569399770
answer,13_1574824993.196,女生,906330364,514,61,86,124819,1574483700,271459836,为什么很多好女孩没有男朋友甚至没人追？,1570,5863,70,1523152759
answer,15_1574824993.96,英雄联盟（LoL）,911370971,13,14,0,2866,1574770424,356411174,《英雄联盟》男生辅助和女生辅助最大的区别是什么？,204,303,6,1574047233
answer,16_1574824993.286,高中,911775011,12,0,2,707,1574801682,354919679,高中时期，你最后悔的事情是什么？,241,264,3,1573239276
answer,17_1574824993.112,法律,911872243,10,2,0,2456,1574815932,357958254,如何看待蒋劲夫再次被曝家暴女友？,1097,1766,61,1574781560
answer,12_1574824993.667,快乐大本营（综艺）,830259898,9277,418,750,2177808,1568984085,336657545,何老师是什么时候开始不叫娜娜改叫谢娜的？,482,2499,17,1563950048
answer,16_1574824993.44,酒,867087497,1,0,1,36,1571811653,350939759,想送给爱品酒、酿酒的同事相关的礼物，送什么好呢？,4,4,0,1571190195
answer,12_1574824993.424,电影,798213061,7257,350,2226,1500971,1566447653,315387406,有哪些你因为一个片段就看了一整部的影视作品?,4004,66094,60,1552222960
answer,13_1574824993.697,快乐,690482358,28569,610,7120,3264085,1558428179,40173466,有哪些超短却能让人笑抽的笑话？,2720,67477,41,1454729004
answer,14_1574824993.551,情感,903745814,1516,73,107,508518,1574323100,26652553,胸小是种怎样的体验？,2845,8207,17,1416201036
answer,15_1574824993.532,手机,912092716,0,0,0,168,1574823773,331281360,邻居家小孩来敲门问 Wi-Fi 密码，告诉他之后，邻居家竟然几部手机电视全用上，该怎么办？,4702,8965,429,1561425373
answer,16_1574824993.234,政治,907770758,1535,70,89,62413,1574575806,350761982,中国已经发展到了什么程度？,1251,6032,70,1571074560
answer,17_1574824993.268,天天向上（综艺）,802704970,1902,69,264,164150,1566780956,341448442,王一博和天天向上其他主持人关系如何？,101,403,17,1566215652
answer,12_1574824994.332,情商,817155460,3775,283,724,186027,1567921980,344775822,王一博是情商低还是耿直？认真回答?,239,693,10,1567784937
answer,13_1574824994.434,交友,911754382,9,6,2,3926,1574794076,290287180,你在怎样的一瞬间认清了一个人？,15890,61416,90,1534255717
answer,14_1574824994.199,签证,910313952,3,3,2,7660,1574729692,333446439,美国签证秒过是一种什么体验？,1733,3024,21,1562320455
answer,15_1574824994.616,心理学,854480427,240,15,44,89393,1570859198,305533266,缺爱的家庭会培养出什么样的孩子？,5718,44527,85,1544619462
answer,16_1574824994.25,娱乐圈,878085312,1608,126,145,786592,1572602000,352309381,成功嫁入豪门，生下长孙的奚梦瑶今后会面临怎么样的处境？,69,457,4,1571914810
answer,17_1574824994.433,审美,872866124,6420,41,3448,541443,1572245344,48567153,二十几岁的女孩子佩戴什么样的首饰更好看？,978,57477,36,1468679410
answer,12_1574824994.958,电视节目,867684276,127,37,14,6630,1571845591,350600421,如何评价肖战在马薇薇新访谈节目《爱思不si》中的回答？,119,290,1,1571013776
answer,13_1574824994.984,文化,890802499,1116,189,209,63144,1573508891,25388921,如何评价宁波这个城市？,246,2389,20,1410872747
answer,14_1574824994.48,医院,778561682,47,14,5,21957,1565158945,305685211,人在医院能无知到何种程度？,4131,20720,42,1544754027
answer,15_1574824994.250,情感,858900957,48431,646,4561,1491782,1571192367,266586355,一个女生可以可爱到什么程度？,3404,23034,33,1517582996
answer,17_1574824994.676,学习,868004698,7499,138,3557,452872,1571884439,51671791,有哪些是你踏入社会才明白的道理？,7271,246140,81,1476665746
answer,14_1574824995.118,海外代购,865568413,852,2409,237,555052,1571710393,323370581,做代购收入高吗？,942,2390,17,1557241794
answer,15_1574824995.431,阅读,784435478,1007,20,457,55884,1565538653,325465259,你读过哪些很惊艳的句子?,1722,34826,9,1558454825
answer,16_1574824995.908,整形外科,902404487,7893,1096,716,1743796,1574243585,337211885,整容成功是什么样的体验？,136,817,7,1564216940
answer,17_1574824995.750,非虚构写作,832785701,6894,359,675,1060352,1569209215,306793225,哪些真实案件可以拍成悬疑片？,650,76368,35,1545630863
answer,12_1574824995.324,幽默回答,889233240,5732,399,295,598398,1573386349,308662400,你见过哪些「以为是个青铜，结果是个王者」的视频或图片？,2717,80903,50,1547104859
answer,13_1574824995.759,大学生活,797981029,5884,127,7400,226314,1566437179,336432615,大学生在大学期间应该做什么？,326,4457,2,1563854809
answer,14_1574824995.404,家庭,770961036,18590,3031,3047,7386275,1564644402,267650760,亲兄妹之间应不应该避嫌？,9871,40941,205,1519463304
answer,16_1574824995.573,小说,859684982,79,24,27,34254,1571234934,332155810,有哪些让人熬夜也要看完的言情小说?,1307,39314,13,1561712056
answer,17_1574824995.613,娱乐,870033410,62,19,7,7796,1572014637,335733020,肖战和王一博，为什么这么真？,705,2815,20,1563511541
answer,12_1574824996.536,电影,895706174,604,127,57,41761,1573822440,335113257,有哪些让你只听一次就记住的台词或句子?,1082,4978,22,1563198868
answer,13_1574824996.609,相亲,906042385,172,76,26,171485,1574470440,344398203,你相亲被恶心过么？,2971,12681,50,1567599418
answer,14_1574824996.65,生育,740188548,13526,311,909,2046254,1562464748,46896932,你是怎样发现自己怀孕的？,4979,11978,23,1464541211
answer,15_1574824996.20,生活,385097197,63809,2109,11275,2828108,1525622807,267460117,你在不经意间看见过什么不该看见的东西或者事情？,15713,137523,61,1519203273
answer,16_1574824996.21,网络游戏,910265178,749,115,60,88984,1574727120,356655814,《英雄联盟》里为什么有的英雄出肉装，有的出输出装？,154,278,21,1574161845
answer,17_1574824996.867,宠物饲养,800432134,53412,1889,6018,2533220,1566603735,26766288,我如果往猫砂里拉屎，猫会帮我埋起来吗？,913,6747,103,1416834570
answer,12_1574824996.793,情感,798619767,28655,3492,14022,2483081,1566467722,317130833,你有哪些给恋爱中女孩子的忠告？,2330,28381,34,1553323801
answer,15_1574824996.886,职业发展,852235725,1453,171,136,670425,1570698477,291096043,为什么现在行政前台越来越难招聘了？,1274,4187,72,1534748097
answer,12_1574824997.602,电影,866585400,5247,917,723,464792,1571775929,315064424,你因为哪个片段而追了一整部剧？,2835,23242,22,1552018957
answer,13_1574824997.65,家庭,871035448,14077,992,674,1146238,1572098410,280389361,什么时候让你彻底看清了婆婆？,618,1951,24,1528533523
answer,14_1574824997.460,智力,704421072,12944,445,3280,984930,1559577709,327334155,大脑放松智力会下降吗？,107,5389,20,1559323451
answer,15_1574824997.302,跳槽,901066033,330,145,53,178813,1574167393,68262075,工资突然爆炸式提升是什么感觉？,4488,48349,69,1510907237
answer,16_1574824997.66,考研,856927496,197,35,73,107194,1571043502,315291891,考研复试中有哪些话是老师一听就很讨厌的？,124,24896,2,1552157729
answer,17_1574824997.622,育儿,875278567,1397,77,881,103174,1572415996,22688490,有哪些值得买的育儿神器？,514,43135,10,1391839302
answer,12_1574824998.669,娱乐,784967993,3730,591,490,1864816,1565583238,339791176,如何看待冯绍峰疑似出轨？,229,571,4,1565435870
answer,13_1574824998.620,宿舍,842260748,49,6,5,9443,1569977079,304016739,宿舍里有一个学人精是什么体验？,158,235,1,1543453834
answer,14_1574824998.24,魔道祖师（小说）,906037368,28,4,2,5088,1574470147,347304583,魔道祖师中后来忘羡结为道侣（或说成亲）的消息传到仙门百家大家会怎么说（有什么反应）呢？,19,62,0,1569156813
answer,16_1574824998.942,美国,869892962,73,21,19,13596,1572005091,20579006,福建真的有很多人偷渡到美国或者其他国家吗？他们是怎么做的？,182,6996,41,1352193555
answer,17_1574824998.876,生活,902760170,6,7,0,1242,1574260926,335946791,你正在经历怎样的婚姻生活？,4814,19690,22,1563614643
answer,12_1574824998.178,乐华娱乐,892101702,317,65,60,17257,1573580939,343241785,王一博和李汶翰关系怎么样？,21,41,0,1566997595
answer,13_1574824998.176,时尚,743254944,26505,589,29784,1490264,1562684425,36486450,女孩子如何看上去干干净净、清清爽爽?,2312,86268,100,1444802710
answer,14_1574824998.98,福建,911528250,1,4,0,362,1574777979,298367158,为什么泉州是一生里至少要去的一座城？,14,28,1,1539425273
answer,16_1574824998.356,汽车,787226962,521,51,240,39853,1565708753,338219394,新手第一次贷款买车，想知道买车的流程 贷款买车的内幕 ；怎么才能显得不那么菜鸟……?,14,179,0,1564668254
answer,12_1574824998.622,视频,666766942,6149,622,167,511566,1556499315,312311412,你见过哪些【你以为是王者，结果是青铜】的视频或照片？,129,1210,1,1550194689
answer,13_1574824998.928,微软（Microsoft）,647085150,24829,932,17533,1066500,1554890168,27588491,Excel 到底有多厉害？,425,126956,18,1421226502
answer,14_1574824998.122,法律,911802278,2,13,0,8588,1574810749,357958254,如何看待蒋劲夫再次被曝家暴女友？,1105,1783,66,1574781560
answer,16_1574824998.771,祛痘,833360418,8852,531,2945,800394,1569241557,344590862,如果戒辣戒冷戒添加糖一年痘痘会消吗?皮肤会变好吗？,633,3835,32,1567693403
answer,17_1574824998.371,阅读,864477329,7120,123,4231,318739,1571626992,68221670,有哪些温暖可爱的句子？,1050,37649,4,1510831975
answer,12_1574824999.891,生活方式,845281465,3928,546,519,1774145,1570202602,291488103,你最讨厌抖音的什么梗？,12741,30507,164,1534964800
answer,14_1574824999.431,中国历史,832092960,4446,350,304,977038,1569147001,22638720,中国有哪些逆天的文物？,1912,110342,43,1391218428
answer,15_1574824999.930,王一博,864959133,394,129,52,36365,1571652706,350523120,肖战和王一博在片场打闹的花絮，他二人有没有想过有一天会被人拿出来获利？,12,21,0,1570961404
answer,16_1574824999.860,分手,883914107,1128,114,101,171155,1573014960,353417362,为什么很多人在有过类似「分手」的经验后，都会换个新头发？,190,416,0,1572511817
answer,17_1574824999.130,大学生活,862049431,7271,450,424,452386,1571412377,36957058,为什么体测长跑每年都有人猝死，大学生还要体测？,1932,3745,190,1446016340
answer,12_1574824999.352,服饰搭配,770015208,24479,1426,2699,4374367,1564576952,35441232,安全裤真的有意义吗？,5265,15525,222,1441673271
answer,13_1574824999.64,生活,866197572,3325,658,853,869365,1571741005,294213474,女生有男朋友之后才知道的事情有哪些？,14628,129885,96,1536648965
answer,14_1574824999.781,人际交往,798886082,6416,1729,599,1834836,1566483291,313239352,你见过最恶心的亲戚是怎样的？,4243,11307,13,1550817255
answer,15_1574824999.879,明星,837198422,9441,520,532,1684206,1569552401,332957283,自认为很红却被现实打脸的明星有谁？,1304,9025,27,1562078117
answer,17_1574824999.326,魔道祖师（小说）,877697929,808,53,73,47967,1572583438,285153428,蓝思追不是亲眷子弟，为什么有卷云纹？,26,48,0,1531501113
answer,12_1574825000.54,卫生,855401999,2291,472,282,1167443,1570934983,269773382,你见过最不爱卫生的女生是怎样的？,6472,16771,105,1521902826
answer,13_1574825000.727,娱乐,788464780,2104,758,757,374829,1565783882,288257130,作为圈内人，你了解的娱乐圈到底有多乱？,1706,18253,21,1533286744
answer,14_1574825000.604,上海,844036670,193,497,31,128517,1570113456,338267787,新上海人的你们，家庭收入多少才能安家在魔都？,218,2961,9,1564708075
answer,15_1574825000.110,后宫·甄嬛传（电视剧）,900520857,561,51,52,196881,1574145562,30499188,《甄嬛传》中有哪些细思恐极的细节？,3967,25150,8,1432028733
answer,16_1574825000.256,淘宝网,910037702,118,133,11,60382,1574694944,28955271,淘宝上的古着店真的全是死人衣吗？,399,2779,38,1427009903
answer,17_1574825000.714,明日方舟,909780149,3,14,0,1188,1574682669,356698331,如何评价手机游戏《明日方舟》刚出的活动「危机合约」?,260,321,3,1574175326
answer,12_1574825000.762,英雄联盟（LoL）,779134324,694,462,88,324618,1565189276,333432585,在同等水平下，什么英雄不怕俄洛伊？,611,686,8,1562315165
answer,13_1574825000.747,婚姻,802169038,5295,497,541,2340558,1566730022,305923767,你参加婚礼时能一眼就看出这段婚姻久不了吗？,1495,16600,43,1544953759
answer,14_1574825000.429,生活,740549374,11115,780,557,785836,1562488299,331434459,大学一个月5000生活费多了吗？,4402,6026,448,1561458191
answer,15_1574825000.549,电子书,853779213,1533,20,942,63565,1570798611,29356761,有哪些值得推荐的找电子书的网站？,83,8828,6,1428367265
answer,16_1574825000.818,富二代,803437658,1595,489,159,627082,1566817024,319510940,作为一个富二代装穷是什么体验？,1037,4978,34,1554866584
answer,17_1574825000.651,医疗行业,877365062,758,257,206,89505,1572567933,50076990,美容界有哪些可怕而触目惊心的真相？,594,18323,7,1472291107
answer,12_1574825000.761,视频,902986711,55,11,4,3858,1574290200,297829882,你看过最催泪的一段视频是什么？,260,4015,1,1539079776
answer,13_1574825000.121,时尚,831781044,12251,2227,1419,3033250,1569125802,298418436,油腻的女生是什么样子？,2018,11099,37,1539449173
answer,14_1574825000.493,生活方式,778438947,3461,846,1268,812250,1565153014,318744375,医美面膜是不是个坑？,823,5183,18,1554348252
answer,15_1574825000.230,王一博,902396732,16,6,4,2008,1574243259,339766249,怎么能推翻博君一肖（王一博肖战）是真的？,577,675,6,1565425821
answer,16_1574825000.134,健康,875991058,101,32,36,134877,1572455679,57235424,经常熬夜的人身体损失了什么？,1847,56511,109,1489733112
answer,17_1574825000.970,婆媳,855577965,9449,430,630,416264,1570946308,349662391,网上都是说婆婆坏的，大家身边有好婆婆吗？,354,673,12,1570513504
answer,12_1574825001.698,动物,864541313,47,30,1,13463,1571629976,31729045,熊到底有多可怕？,465,3842,45,1435474523
answer,13_1574825001.96,女生,846817217,6727,182,578,1702411,1570331145,313230469,有哪些女生自认为好看实则很土的穿搭？,1345,7854,15,1550812182
answer,15_1574825001.773,微信,777947088,608,124,126,265252,1565108134,296214954,领导下班后微信安排工作，要不要回？,220,562,9,1537970758
answer,17_1574825001.770,发展,801503042,579,139,105,36484,1566681972,337890560,能否客观分析一下王一博肖战今后的发展？,441,1528,18,1564541547
answer,12_1574825001.20,三国演义（书籍）,876492807,5463,369,474,303856,1572499135,20396806,老版《三国演义》和新版《三国》（电视剧）哪个好？,715,2286,36,1343962245
answer,13_1574825001.539,钓鱼（户外运动）,897957806,3752,490,135,207243,1573987810,355187790,关于结婚，我对女的要求过分吗？,815,914,95,1573388664
answer,14_1574825001.321,感受,894257365,13,0,2,2615,1573725580,309289471,蓝忘机在魏无羡重生后，对于魏无羡的调戏是什么感受？,56,430,0,1547610171
answer,15_1574825001.826,魔道祖师（小说）,880597400,312,92,26,26505,1572788129,353953342,为啥南京演唱会作为主创之一金光瑶（朱赞锦）没有节目表演？,16,21,0,1572786000
answer,16_1574825001.30,显卡,824575510,29,34,7,13214,1568546480,346137545,i3 9100F/i5 9400F+RX580配置这样合理么？,10,20,0,1568540334
answer,12_1574825001.517,娱乐,872277810,204,77,16,55623,1572197307,349375843,为什么王一博火了以后天天向上的收视率还是不高?,228,338,22,1570343096
answer,13_1574825001.575,秘密,864421294,10671,419,658,2204636,1571624462,334431544,你发现过上司的哪些秘密？,2493,21689,32,1562835884
answer,14_1574825001.587,健康,800940920,689,28,189,62050,1566635481,29620130,脖子前倾怎么矫正？,313,37964,31,1429188028
answer,15_1574825001.256,魔道祖师（小说）,817868817,938,69,348,46202,1567991111,289130597,魏无羡死了的十三年蓝忘机在干啥？,143,1426,5,1533784966
answer,17_1574825001.87,女儿,839758168,1772,522,177,608406,1569746260,322283518,在婆婆眼中，儿媳和女儿的区别就那么大吗？,990,2184,38,1556547120
answer,13_1574825002.144,气质,859788667,1085,64,506,120343,1571241225,60541930,男生怎样才能变得越来越帅气呢？,389,15212,4,1496300437
answer,14_1574825002.640,空调,862872876,176,245,18,93632,1571489013,339697175,美的和格力的空调哪个更值得买？,180,447,4,1565399559
answer,15_1574825002.133,薛兆丰,896836191,2221,317,136,298837,1573909587,355915685,如何就《奇葩说》许吉如被淘汰一事理解“观众缘”问题？,276,638,6,1573755456
answer,16_1574825002.8,运动,854743195,477,35,90,55442,1570872456,28145748,阿迪达斯旗下都有哪些系列鞋款？,14,1452,0,1423727862
answer,17_1574825002.400,安徽,901926859,203,125,23,13991,1574225246,345909922,江苏少了徐州会怎样？,335,861,9,1568424266
answer,12_1574825002.695,笑话,768588715,2913,229,881,993925,1564485750,51534256,有什么笑得停不下来的冷笑话？,708,13073,7,1476281418
answer,13_1574825002.757,北京,837782136,5237,755,835,538931,1569583456,330650455,北京消费高在哪里?,559,2228,22,1561187053
answer,14_1574825002.780,前女友,900868202,975,187,94,339248,1574157790,319637812,前女友到底是怎样的存在？,5034,13302,146,1554947942
answer,15_1574825002.297,辩论,879962038,117,26,16,115060,1572752782,353804924,怎么看待邱晨没有进奇葩说队长赛？,15,31,0,1572707410
answer,16_1574825002.785,P2P 网络借贷平台,889909441,25,24,8,9535,1573445474,311695640,网贷回不了头怎么办？,684,2331,10,1549728597
answer,17_1574825002.767,家庭,902955032,9,9,0,1118,1574276738,268760111,家人是飞行员是怎样一种体验？,48,261,0,1521003385
answer,12_1574825003.137,电视剧,900555858,35,21,8,18823,1574146925,265261854,如何评价《大明王朝1566》里的严世蕃？,41,172,0,1515377918
answer,13_1574825003.733,未婚生子,902050386,96,13,14,60480,1574230597,274913337,未婚先孕的姑娘，最后都怎样了?,4720,16308,141,1524758109
answer,14_1574825003.411,匡威(Converse),444321866,24552,1650,12521,1933357,1531760491,285340718,在哪里能买到正品的比较便宜的匡威？,544,13780,14,1531637516
answer,15_1574825003.787,人际交往,832286910,3285,351,209,359253,1569160610,332088059,你有没有哪些手撕绿茶的超爽经历?,556,5530,5,1561690263
answer,16_1574825003.823,音乐,772063204,6312,154,786,460645,1564719823,29360062,如何评价欧阳娜娜？,1286,5184,52,1428375379
answer,17_1574825003.147,外企,836191667,1318,325,198,416826,1569471126,299766610,在外企工作爽吗？,1114,13416,17,1540345895
answer,12_1574825003.35,华为,780979698,2886,157,341,186690,1565319989,316456796,有什么让你相见恨晚的华为手机使用技巧？,146,7783,10,1552900875
answer,13_1574825003.715,生活,857834955,8106,292,936,2911278,1571111287,323640622,情侣第一次睡在一起什么感觉？,3514,15937,26,1557398813
answer,14_1574825003.17,健康,800549584,5380,254,3886,945587,1566612706,38114377,如何把皮肤养好 ？,310,11920,6,1449048971
answer,15_1574825003.46,中国历史,839990804,56332,2159,8071,3146764,1569761711,295294861,皇帝的一天是怎样度过的？,269,5354,6,1537349030
answer,16_1574825003.10,综艺节目,863817345,11597,1104,777,1813135,1571566255,326219584,为什么胡歌和刘诗诗几乎不参加综艺节目？,240,1144,17,1558869572
answer,17_1574825003.181,礼物,710986294,16497,204,8123,1108551,1560160239,267703735,有哪些黑科技的小东西适合送礼物？,293,124815,21,1519541101
answer,12_1574825003.513,电影,910305643,68,55,10,26771,1574729329,315387406,有哪些你因为一个片段就看了一整部的影视作品?,4004,66094,60,1552222960
answer,13_1574825003.990,室友,905011210,20,10,2,2346,1574400710,356119656,你的室友有哪一刻恶心到你了？,3067,4482,9,1573884171
answer,14_1574825003.433,情感,792758906,12020,350,10742,547835,1566065573,296578324,朋友圈只发自拍，配什么文案比较好？,496,20361,14,1538214972
answer,15_1574825003.246,感情,902414628,2393,154,190,560162,1574244019,356630085,怎样看待刘阳阿沁分手？,595,886,31,1574152251
answer,16_1574825003.73,嘴唇干燥,872601458,538,311,160,719387,1572233131,288501656,经常涂润唇膏会有坏处吗？,433,1895,8,1533437935
answer,12_1574825004.666,阅读,796831305,3498,181,2666,402723,1566358160,35334758,有哪些文笔佳高质量的言情小说推荐？,599,15944,10,1441368588
answer,13_1574825004.997,生活,836643056,6605,2305,635,1378596,1569497514,37579606,身价千万的有钱人的生活是什么样的？,1816,8617,27,1447734083
answer,14_1574825004.662,家庭关系,857779633,9,8,0,6614,1571108982,272483343,有一个情商很低的婆婆是种什么感觉？,1349,2468,25,1523778663
answer,15_1574825004.969,陈情令（电视剧）,815789063,1078,413,325,88572,1567787556,332767127,博君一肖有可能在一起吗?,1620,2292,31,1561988089
answer,17_1574825004.425,手机,859292989,6865,911,1336,441543,1571211951,266091758,中国移动用户怎么才能换成最便宜的8元套餐？,1236,9816,58,1516779244
answer,12_1574825004.100,手机,887622726,7501,1267,687,584901,1573270720,312849874,你手机里有舍不得删的照片或视频吗？,8149,47386,108,1550552658
answer,13_1574825004.558,宾馆,908436796,28,34,5,33453,1574606943,337682106,住不隔音的宾馆有什么体会？,457,1130,2,1564447437
answer,15_1574825004.446,情感,910041831,148,2,12,39109,1574695132,266586355,一个女生可以可爱到什么程度？,3405,23033,33,1517582996
answer,16_1574825004.49,食品安全,858861662,2190,174,284,978097,1571190568,20981138,麻辣烫是否真的不卫生？,250,2981,22,1366731687
answer,17_1574825004.18,快乐,903117003,3638,214,185,621083,1574299526,40173466,有哪些超短却能让人笑抽的笑话？,2720,67477,41,1454729004
answer,12_1574825004.918,个人电脑,835857199,644,76,68,111227,1569445789,23718864,笔记本电脑设计水平达到巅峰的作品有哪些？,200,7192,28,1399716054
answer,13_1574825004.198,绿帽子,601581616,15263,1730,2169,4185206,1550473842,311489634,空姐出轨几率高吗？,1154,9034,49,1549555398
answer,14_1574825004.594,宾馆,905909532,129,47,17,117597,1574444621,337682106,住不隔音的宾馆有什么体会？,457,1130,2,1564447437
answer,15_1574825004.709,世界观,907866783,52,32,2,8686,1574580620,282063062,你会相信前世今生吗？,5289,25952,63,1529683115
answer,16_1574825004.122,生活,792371004,10382,80,5204,561446,1566040126,332741673,大学要背什么书包？,1036,13986,31,1561978342
answer,17_1574825004.447,健康,869875182,14455,611,1248,839284,1572003820,327093456,如果一个人每天只打葡萄糖，他还会拉屎么？如果会，都拉些什么？,250,967,11,1559211481
answer,12_1574825005.685,文化,869943630,8313,779,779,1720471,1572008531,322175199,一看就很贵气的女孩子是什么样子的？,2232,33741,61,1556499658
answer,14_1574825005.864,后宫·甄嬛传（电视剧）,882672033,804,59,60,162330,1572931799,30499188,《甄嬛传》中有哪些细思恐极的细节？,3967,25150,8,1432028733
answer,15_1574825005.3,魔道祖师（小说）,772989547,5341,166,549,182672,1564781929,335119046,聂怀桑为什么要设这么大的局？,58,233,3,1563200779
answer,16_1574825005.966,分手,887816749,3,0,0,103,1573282291,353417362,为什么很多人在有过类似「分手」的经验后，都会换个新头发？,190,416,0,1572511817
answer,12_1574825005.901,室友,906462396,2171,305,98,187178,1574490207,356119656,你的室友有哪一刻恶心到你了？,3067,4482,9,1573884171
answer,14_1574825005.553,肖战,886935448,66,14,5,19308,1573209813,339303960,龙丹妮为什么不喜欢肖战？,129,320,2,1565231637
answer,15_1574825005.397,法律,863840819,15811,1346,1081,3078549,1571567872,25084350,你为什么支持死刑？,18466,61398,436,1409646801
answer,16_1574825005.765,葡萄酒,860259973,5,0,0,576,1571287589,347371942,为什么我觉得红酒很难喝，是便宜的缘故吗？,57,65,1,1569209523
